NO2,C2H5CH,VOC,CO,CLASS
447,421,703,724,5
446,421,704,725,5
447,420,705,724,5
447,420,704,725,5
446,420,704,724,5
447,421,704,725,5
446,420,704,725,5
446,421,704,724,5
446,421,704,724,5
446,421,704,724,5
446,421,704,725,5
446,421,704,724,5
447,420,704,724,5
446,421,704,725,5
447,420,704,724,5
446,420,705,724,5
447,420,704,724,5
447,420,704,724,5
446,421,704,725,5
445,419,704,724,5
446,420,704,724,5
447,420,703,724,5
447,420,704,724,5
447,420,703,724,5
447,420,703,724,5
446,420,703,723,5
445,419,703,724,5
445,419,702,723,5
445,420,702,723,5
444,420,702,724,5
445,419,703,723,5
444,419,702,723,5
443,419,702,723,5
443,419,702,723,5
442,419,701,723,5
442,419,701,723,5
442,419,702,723,5
442,419,702,723,5
442,418,702,723,5
443,419,701,722,5
443,419,702,723,5
442,419,701,723,5
442,419,701,723,5
442,419,702,722,5
441,419,701,723,5
442,419,701,723,5
443,418,702,723,5
443,419,702,722,5
443,419,701,723,5
442,419,701,722,5
442,419,702,723,5
443,418,702,723,5
443,419,702,723,5
443,419,702,722,5
443,419,701,722,5
443,419,702,723,5
442,418,702,723,5
443,418,702,722,5
442,419,702,723,5
442,419,702,723,5
443,418,702,722,5
443,418,702,723,5
443,419,702,723,5
443,418,701,723,5
442,419,702,724,5
443,418,702,723,5
443,419,702,723,5
443,418,702,723,5
443,419,702,723,5
443,418,702,723,5
443,419,702,723,5
442,419,701,723,5
443,418,702,722,5
443,419,702,723,5
444,419,701,723,5
444,419,702,723,5
444,419,702,723,5
444,419,702,722,5
444,419,702,723,5
443,419,702,723,5
445,419,702,723,5
445,419,703,724,5
445,419,703,723,5
446,419,702,723,5
445,419,703,723,5
445,420,703,724,5
444,420,703,724,5
445,420,703,724,5
445,420,703,724,5
446,420,703,725,5
446,420,703,724,5
446,420,704,725,5
447,420,703,724,5
447,420,704,725,5
448,420,703,725,5
447,420,703,725,5
448,420,704,725,5
448,421,705,726,5
447,421,704,725,5
448,420,704,726,5
448,421,704,726,5
449,421,705,726,5
449,421,704,725,5
449,421,705,726,5
449,421,705,726,5
448,421,705,726,5
448,421,704,726,5
448,421,705,726,5
448,421,705,727,5
448,421,705,726,5
447,421,705,726,5
448,420,705,727,5
448,422,705,726,5
448,422,705,726,5
447,422,705,726,5
448,421,705,727,5
449,421,706,726,5
449,421,706,727,5
447,421,705,727,5
447,421,705,727,5
447,421,705,727,5
448,422,705,727,5
447,421,705,726,5
448,422,705,727,5
447,422,705,726,5
448,422,705,727,5
448,422,705,726,5
448,422,705,726,5
447,421,704,727,5
446,421,704,726,5
447,422,704,726,5
447,421,705,726,5
446,421,704,726,5
447,421,705,726,5
446,422,704,727,5
447,421,704,726,5
446,421,704,726,5
446,421,704,727,5
446,422,703,726,5
446,422,704,726,5
446,421,703,725,5
446,422,704,726,5
446,422,704,726,5
446,421,704,726,5
447,421,705,726,5
445,422,704,727,5
445,422,704,727,5
446,422,703,726,5
445,421,704,726,5
446,421,704,726,5
446,421,704,726,5
446,421,704,726,5
446,421,705,726,5
446,422,705,726,5
447,421,705,726,5
446,422,704,727,5
446,422,704,727,5
447,421,704,727,5
447,422,705,727,5
446,422,705,726,5
446,422,705,726,5
447,422,705,727,5
447,422,704,727,5
447,422,705,727,5
447,422,705,727,5
447,422,704,727,5
447,422,705,727,5
447,422,705,727,5
447,422,705,727,5
447,421,705,727,5
448,422,705,727,5
447,422,705,727,5
447,423,706,727,5
447,422,705,727,5
447,422,705,727,5
447,423,706,726,5
447,422,705,727,5
447,422,705,726,5
447,422,705,727,5
447,423,705,727,5
447,423,705,727,5
448,422,706,727,5
447,423,706,727,5
447,422,706,728,5
448,423,705,727,5
448,423,705,727,5
448,423,706,728,5
448,422,705,728,5
448,422,706,727,5
448,423,706,728,5
447,422,705,727,5
448,423,706,727,5
448,423,706,727,5
447,423,706,728,5
448,423,706,728,5
448,423,706,727,5
449,423,706,727,5
448,423,706,728,5
448,423,706,728,5
448,423,706,728,5
448,423,705,728,5
448,423,706,728,5
448,423,706,728,5
449,424,707,727,5
449,423,707,728,5
449,423,706,727,5
449,423,707,727,5
448,424,707,728,5
449,423,706,728,5
448,424,706,728,5
449,423,706,728,5
449,424,706,728,5
449,424,706,728,5
448,424,706,727,5
450,423,706,727,5
449,424,706,728,5
449,423,707,728,5
449,423,707,728,5
449,424,706,728,5
449,424,707,728,5
449,424,707,727,5
449,423,706,728,5
449,424,707,727,5
449,424,706,728,5
449,424,707,728,5
449,424,707,727,5
449,424,707,728,5
449,424,707,728,5
449,423,706,728,5
449,424,707,728,5
449,424,707,728,5
449,424,707,727,5
449,424,706,728,5
449,423,707,728,5
449,424,707,728,5
449,424,706,728,5
449,424,706,728,5
449,424,707,728,5
448,424,706,728,5
449,424,706,728,5
449,424,706,728,5
449,424,707,728,5
449,423,706,728,5
450,424,707,727,5
450,424,707,728,5
450,424,706,728,5
450,424,706,728,5
450,424,706,728,5
450,424,707,728,5
449,424,707,728,5
449,424,707,728,5
450,424,706,728,5
449,424,707,728,5
449,424,707,728,5
449,424,707,728,5
449,424,706,728,5
449,424,707,728,5
449,425,707,728,5
449,424,706,727,5
449,424,706,729,5
449,424,707,728,5
449,424,707,728,5
450,424,707,728,5
449,424,707,728,5
449,424,707,729,5
449,424,707,728,5
449,424,707,728,5
449,424,706,728,5
449,424,707,727,5
449,424,707,728,5
449,423,707,728,5
450,424,707,727,5
449,424,707,728,5
450,424,707,727,5
449,424,707,728,5
449,424,706,727,5
449,424,707,728,5
450,424,706,728,5
450,424,707,728,5
450,424,706,728,5
449,424,707,728,5
449,424,707,728,5
449,424,706,728,5
450,424,707,728,5
450,424,707,728,5
450,424,707,728,5
450,425,707,728,5
450,424,707,728,5
449,424,707,728,5
449,424,707,728,5
450,424,707,728,5
450,424,707,728,5
450,424,708,728,5
450,425,707,728,5
450,425,707,727,5
450,424,707,727,5
450,425,707,728,5
450,425,708,728,5
450,425,707,728,5
450,424,708,728,5
450,425,707,728,5
450,425,707,728,5
450,425,707,728,5
450,425,706,728,5
449,425,707,728,5
450,424,707,728,5
450,425,707,728,5
451,425,707,728,5
450,424,707,727,5
450,425,707,728,5
450,425,707,728,5
450,425,708,728,5
450,425,707,728,5
451,425,708,728,5
451,425,708,728,5
451,425,707,728,5
451,424,708,728,5
450,424,707,728,5
452,425,707,728,5
451,426,708,728,5
451,425,707,728,5
451,425,708,728,5
452,426,708,728,5
452,426,708,728,5
451,425,708,728,5
452,426,707,728,5
452,425,708,728,5
452,425,707,728,5
452,426,708,728,5
452,425,708,728,5
452,426,708,728,5
453,425,708,728,5
452,425,707,728,5
452,426,708,728,5
452,425,708,728,5
453,426,708,729,5
452,425,708,729,5
452,426,707,728,5
452,426,708,728,5
453,426,707,728,5
452,426,708,728,5
452,426,708,729,5
452,425,708,728,5
453,426,708,728,5
452,426,708,728,5
452,426,708,729,5
453,426,708,728,5
452,426,708,729,5
453,426,708,728,5
453,426,708,728,5
453,426,708,728,5
453,426,708,729,5
453,426,708,729,5
453,426,708,728,5
453,426,708,729,5
453,426,708,728,5
453,426,709,728,5
453,426,708,728,5
454,426,708,728,5
454,426,708,728,5
453,426,709,728,5
454,426,709,728,5
453,427,708,729,5
454,427,709,728,5
453,426,709,728,5
453,426,709,729,5
454,426,707,729,5
453,427,708,729,5
454,426,709,729,5
454,426,709,729,5
453,427,708,729,5
454,427,709,729,5
454,426,709,729,5
454,426,710,729,5
454,427,709,730,5
454,426,709,729,5
454,426,709,729,5
454,426,708,729,5
454,427,708,729,5
454,426,709,729,5
453,427,709,729,5
454,426,709,729,5
454,427,709,729,5
454,426,710,728,5
454,427,709,729,5
454,426,709,729,5
454,427,709,730,5
454,427,708,729,5
454,427,709,728,5
454,427,708,729,5
455,427,709,729,5
454,427,709,729,5
454,427,709,729,5
454,427,709,729,5
454,427,709,729,5
454,427,708,729,5
454,428,709,729,5
454,427,709,729,5
454,428,709,729,5
454,427,709,729,5
454,427,709,729,5
455,427,709,729,5
454,427,709,728,5
454,427,709,729,5
455,427,709,729,5
455,427,709,729,5
454,427,709,728,5
455,428,709,729,5
454,427,709,729,5
454,427,709,729,5
454,427,709,729,5
454,427,709,728,5
454,428,708,729,5
455,427,709,729,5
454,427,709,729,5
454,428,709,729,5
454,427,709,729,5
454,427,709,729,5
455,428,709,729,5
455,427,709,729,5
455,427,709,729,5
454,428,709,729,5
454,428,709,729,5
455,427,710,729,5
454,428,709,728,5
454,428,709,728,5
454,427,709,729,5
454,428,710,729,5
454,428,710,729,5
455,428,709,729,5
455,428,710,729,5
454,428,709,729,5
455,428,710,729,5
455,428,709,729,5
454,428,710,730,5
455,427,709,728,5
455,428,709,729,5
455,428,710,729,5
455,428,709,729,5
455,427,710,728,5
455,428,709,729,5
455,427,709,728,5
454,427,709,729,5
455,428,709,728,5
455,427,709,728,5
454,428,710,729,5
455,428,710,729,5
454,428,709,728,5
455,428,709,729,5
455,428,709,729,5
453,427,709,728,5
455,427,709,728,5
454,428,710,728,5
454,428,709,728,5
455,428,709,730,5
454,427,709,728,5
454,428,710,728,5
454,428,709,729,5
454,427,709,728,5
455,427,709,728,5
455,428,709,728,5
455,428,710,729,5
455,428,709,729,5
455,427,709,728,5
454,428,709,729,5
455,427,710,729,5
455,428,709,728,5
454,427,709,729,5
455,427,710,729,5
454,428,710,728,5
455,428,710,729,5
455,428,710,728,5
455,427,710,728,5
455,428,709,728,5
455,428,710,729,5
455,428,709,729,5
455,428,709,729,5
455,427,709,728,5
455,428,709,729,5
455,428,710,729,5
455,427,709,728,5
455,427,710,728,5
454,428,710,728,5
454,428,709,729,5
455,428,709,728,5
454,428,710,729,5
454,427,710,728,5
454,427,709,728,5
455,428,709,729,5
455,428,709,728,5
455,428,710,728,5
454,428,709,728,5
455,427,710,728,5
455,428,709,729,5
455,427,710,728,5
454,427,709,729,5
454,427,710,728,5
455,427,709,728,5
455,427,710,728,5
454,427,709,729,5
454,428,709,728,5
454,427,709,728,5
455,427,709,728,5
454,427,710,728,5
455,428,710,728,5
455,427,709,728,5
454,428,709,728,5
455,428,709,728,5
455,428,710,728,5
455,428,709,728,5
454,428,709,728,5
454,428,710,728,5
454,427,710,728,5
455,428,710,729,5
455,427,710,728,5
455,428,710,728,5
455,427,710,729,5
454,428,710,728,5
455,428,710,728,5
455,427,710,729,5
455,428,709,728,5
455,428,710,728,5
455,428,709,728,5
455,428,710,729,5
454,427,709,728,5
455,428,709,728,5
455,428,709,728,5
455,428,710,728,5
454,428,709,728,5
454,428,710,728,5
455,428,710,728,5
454,427,710,728,5
455,428,709,728,5
455,428,709,728,5
455,428,710,728,5
455,428,710,728,5
455,428,709,728,5
454,428,709,728,5
455,428,709,728,5
455,427,710,728,5
455,427,709,728,5
455,428,710,728,5
455,427,710,728,5
454,428,710,728,5
455,427,710,728,5
455,427,710,728,5
455,427,710,728,5
455,428,710,728,5
455,428,709,727,5
455,428,709,728,5
455,428,710,728,5
455,427,709,728,5
455,428,709,728,5
455,428,710,729,5
455,428,710,728,5
455,428,709,728,5
455,428,710,728,5
455,427,709,727,5
455,428,709,728,5
456,428,709,728,5
456,428,708,727,5
455,428,709,727,5
455,428,710,727,5
455,428,709,728,5
454,428,709,727,5
455,427,709,728,5
454,427,709,727,5
454,427,709,727,5
454,427,709,727,5
454,427,709,727,5
455,427,708,727,5
453,427,710,727,5
454,427,709,727,5
454,428,709,727,5
454,427,708,728,5
453,427,709,727,5
454,427,708,726,5
454,427,708,727,5
454,427,708,727,5
454,427,708,727,5
454,427,709,727,5
454,427,709,726,5
454,427,709,726,5
453,427,709,727,5
454,427,709,727,5
454,426,708,727,5
454,427,709,727,5
454,427,709,727,5
453,427,710,726,5
453,428,709,727,5
454,427,709,728,5
454,427,709,727,5
454,427,709,727,5
454,427,709,727,5
454,428,709,727,5
454,427,709,727,5
454,427,710,727,5
453,427,709,727,5
454,427,708,727,5
453,427,709,727,5
454,427,709,727,5
454,427,709,727,5
454,427,709,727,5
453,427,709,726,5
453,427,708,727,5
454,426,709,727,5
454,426,708,727,5
454,427,708,727,5
453,426,709,727,5
452,427,709,727,5
452,427,709,727,5
452,426,708,726,5
452,427,708,726,5
452,426,708,727,5
452,427,708,727,5
452,426,708,726,5
452,426,708,727,5
452,426,707,726,5
451,426,708,726,5
452,426,708,726,5
452,426,707,726,5
451,426,707,726,5
452,426,708,726,5
451,426,707,726,5
451,426,707,726,5
452,426,708,726,5
452,425,708,726,5
452,426,708,725,5
451,425,708,726,5
452,426,708,727,5
452,426,708,726,5
452,425,708,725,5
452,426,708,726,5
452,426,708,725,5
452,426,708,727,5
452,426,708,727,5
453,426,708,727,5
453,426,708,726,5
453,425,708,726,5
453,426,708,726,5
452,426,709,726,5
453,426,708,727,5
453,426,708,726,5
453,425,709,726,5
453,425,708,726,5
453,425,709,726,5
453,426,708,726,5
453,426,708,726,5
453,425,709,726,5
453,426,709,726,5
453,425,708,726,5
453,425,709,726,5
453,426,708,726,5
453,426,708,727,5
453,426,708,726,5
453,426,708,726,5
453,426,708,726,5
453,425,708,726,5
453,426,709,726,5
453,425,708,727,5
454,426,709,727,5
453,426,709,726,5
452,425,709,727,5
452,426,709,726,5
453,426,709,726,5
453,425,708,726,5
453,426,709,725,5
453,426,708,726,5
453,426,708,726,5
453,426,708,726,5
453,425,709,726,5
453,425,709,725,5
453,425,708,726,5
452,425,708,725,5
453,426,709,725,5
452,425,709,725,5
452,426,709,726,5
453,425,709,726,5
452,425,707,725,5
452,425,708,726,5
452,425,708,725,5
452,425,708,726,5
452,426,709,726,5
452,425,708,726,5
451,425,708,726,5
451,426,708,725,5
452,425,708,725,5
451,425,708,726,5
451,425,708,726,5
451,425,708,725,5
451,425,708,725,5
450,425,708,725,5
451,424,708,725,5
451,424,708,725,5
450,424,708,724,5
450,425,707,724,5
450,424,708,725,5
450,424,707,725,5
449,424,708,725,5
450,424,706,725,5
449,424,707,724,5
449,424,707,725,5
449,425,708,724,5
449,424,707,725,5
450,425,708,725,5
450,425,707,725,5
450,425,708,724,5
450,425,707,725,5
450,424,708,725,5
450,424,707,725,5
450,424,708,725,5
450,424,708,725,5
450,424,708,725,5
450,424,708,725,5
451,424,708,726,5
451,424,708,724,5
451,425,707,725,5
450,425,707,725,5
451,425,708,725,5
451,424,708,726,5
451,424,708,726,5
451,424,708,726,5
451,424,708,726,5
451,425,707,725,5
452,425,708,726,5
451,425,708,725,5
452,424,708,726,5
451,425,708,725,5
451,425,707,726,5
450,424,707,725,5
451,424,707,725,5
451,424,708,725,5
451,425,707,725,5
450,424,708,724,5
450,424,707,724,5
450,424,708,725,5
450,424,708,724,5
450,423,708,724,5
450,424,707,724,5
450,424,708,724,5
450,424,707,724,5
449,424,708,724,5
870,783,908,962,6
871,794,914,964,6
872,801,919,964,6
873,807,924,965,6
873,812,927,964,6
873,815,929,965,6
872,818,931,964,6
872,821,933,966,6
872,823,933,964,6
872,825,934,965,6
872,827,936,964,6
871,827,937,964,6
870,828,937,963,6
871,829,937,964,6
869,829,938,964,6
869,830,938,963,6
869,831,938,963,6
869,831,938,963,6
867,831,939,961,6
868,831,939,961,6
866,830,939,961,6
865,830,939,961,6
864,831,940,961,6
864,830,939,961,6
863,830,939,960,6
862,829,940,960,6
862,830,939,960,6
860,830,939,959,6
860,829,939,959,6
859,828,938,958,6
859,827,939,958,6
857,826,938,958,6
857,826,939,956,6
857,826,938,956,6
856,825,937,956,6
856,824,938,956,6
855,825,938,955,6
855,824,937,955,6
854,824,937,954,6
853,823,937,954,6
852,823,936,954,6
852,823,937,954,6
852,822,936,953,6
851,822,937,953,6
851,821,937,954,6
851,821,936,952,6
850,822,936,952,6
849,821,936,952,6
849,821,936,952,6
849,821,936,952,6
849,821,936,951,6
848,821,935,951,6
847,820,935,951,6
847,820,935,951,6
846,820,934,950,6
845,819,935,950,6
845,819,935,950,6
845,819,935,950,6
845,819,934,950,6
844,818,934,949,6
843,818,934,950,6
844,818,935,949,6
843,817,934,949,6
843,817,934,949,6
842,817,933,948,6
842,816,934,948,6
841,816,934,948,6
841,816,933,947,6
840,815,934,948,6
841,815,933,947,6
840,815,933,946,6
840,814,934,947,6
840,815,933,947,6
839,815,933,947,6
839,814,932,947,6
839,814,932,947,6
839,814,932,947,6
839,813,934,947,6
839,814,932,946,6
838,813,932,946,6
837,814,932,946,6
838,813,932,945,6
836,812,932,945,6
836,813,932,945,6
836,811,932,945,6
836,811,932,946,6
835,811,932,944,6
835,812,932,944,6
835,811,932,944,6
835,810,932,944,6
834,811,931,944,6
834,811,932,943,6
834,809,932,943,6
833,810,931,944,6
833,809,931,943,6
832,809,931,944,6
832,809,930,942,6
831,808,931,942,6
831,808,930,942,6
831,808,931,941,6
830,807,931,941,6
830,807,930,941,6
830,807,930,941,6
829,807,930,941,6
829,806,929,941,6
828,806,929,940,6
829,806,929,940,6
828,805,930,940,6
827,805,930,939,6
827,804,930,940,6
827,804,929,940,6
826,804,929,940,6
826,804,928,940,6
825,804,929,939,6
826,803,929,939,6
825,803,928,938,6
824,803,928,938,6
824,802,928,938,6
824,802,927,938,6
823,801,928,937,6
823,801,927,937,6
823,801,927,938,6
822,801,927,936,6
822,801,926,937,6
822,800,927,937,6
822,799,927,936,6
821,800,927,936,6
821,799,926,937,6
822,799,926,936,6
821,798,925,936,6
820,799,926,936,6
821,798,926,935,6
819,798,926,936,6
820,798,925,935,6
819,798,926,935,6
819,797,926,935,6
819,797,926,935,6
817,797,926,935,6
818,798,925,935,6
818,797,925,934,6
817,796,925,935,6
817,796,925,935,6
818,796,926,934,6
817,796,926,934,6
816,795,926,934,6
816,795,925,934,6
817,795,925,933,6
815,794,925,933,6
816,794,925,933,6
815,794,924,932,6
815,794,924,933,6
815,793,924,933,6
814,794,924,932,6
813,793,924,933,6
814,793,924,932,6
814,792,924,932,6
814,793,923,932,6
814,792,924,932,6
813,792,924,931,6
813,792,923,932,6
812,792,923,931,6
812,792,923,932,6
812,791,923,931,6
811,791,923,931,6
811,790,923,930,6
811,790,922,930,6
810,790,923,930,6
810,790,923,930,6
810,789,923,930,6
809,789,922,929,6
809,789,922,928,6
809,788,922,929,6
808,789,921,929,6
808,787,922,928,6
808,788,922,928,6
807,787,921,928,6
806,787,920,927,6
806,787,921,927,6
805,786,921,927,6
805,786,920,926,6
806,786,920,926,6
805,785,920,925,6
804,785,920,926,6
805,785,920,925,6
805,784,919,925,6
804,783,920,925,6
804,783,919,925,6
804,783,919,924,6
803,784,919,924,6
803,783,919,925,6
803,783,919,924,6
803,782,918,924,6
802,782,919,924,6
801,782,919,924,6
802,782,919,923,6
801,781,919,924,6
801,782,919,923,6
801,780,917,922,6
800,781,917,923,6
801,781,918,923,6
800,779,918,922,6
800,780,917,922,6
799,780,918,922,6
800,779,917,922,6
799,779,918,923,6
798,779,917,922,6
798,779,918,923,6
797,779,918,923,6
798,778,918,923,6
798,778,917,922,6
797,778,917,922,6
796,777,916,921,6
796,777,917,921,6
795,776,916,921,6
795,776,917,921,6
796,776,917,920,6
795,775,916,921,6
795,776,916,920,6
795,775,916,920,6
794,776,915,920,6
794,775,916,920,6
794,775,915,919,6
794,774,915,920,6
794,775,915,919,6
794,774,915,919,6
794,775,915,920,6
794,774,915,920,6
794,774,915,919,6
793,774,915,919,6
794,773,915,919,6
793,773,915,919,6
793,774,915,919,6
793,773,915,919,6
793,773,915,919,6
792,773,915,919,6
792,772,914,919,6
792,772,915,919,6
792,773,915,918,6
791,773,915,918,6
792,772,914,919,6
791,772,913,919,6
791,772,915,919,6
791,771,914,919,6
791,772,914,919,6
790,772,914,919,6
790,771,914,919,6
789,770,914,919,6
790,771,914,918,6
789,770,914,918,6
788,770,913,918,6
788,769,914,918,6
788,769,914,918,6
787,769,913,918,6
787,769,913,917,6
786,768,913,916,6
786,768,913,917,6
786,768,913,915,6
786,768,913,915,6
786,767,912,915,6
786,766,912,915,6
784,767,913,914,6
785,766,912,914,6
784,766,912,914,6
784,766,912,914,6
784,765,911,914,6
784,764,911,914,6
784,765,912,913,6
783,764,910,914,6
783,764,911,913,6
783,764,911,913,6
782,764,911,912,6
783,764,911,912,6
782,763,910,913,6
782,763,911,913,6
781,763,910,912,6
781,762,910,912,6
781,762,910,912,6
781,762,910,912,6
781,762,910,912,6
781,761,910,912,6
780,762,910,911,6
780,761,910,911,6
779,761,910,910,6
779,760,910,911,6
778,760,909,910,6
778,760,910,910,6
778,760,909,911,6
777,760,909,911,6
777,759,909,910,6
777,759,909,910,6
777,758,909,910,6
777,758,909,910,6
776,758,908,909,6
777,758,909,909,6
776,757,909,909,6
776,757,908,909,6
775,757,908,909,6
774,756,908,909,6
774,756,908,908,6
774,755,907,907,6
773,755,907,907,6
773,755,907,907,6
772,755,907,907,6
772,755,907,907,6
772,754,907,907,6
771,753,906,907,6
771,754,906,907,6
770,754,906,907,6
770,753,906,907,6
770,753,905,905,6
770,752,906,906,6
770,752,906,905,6
769,752,906,906,6
769,751,905,905,6
769,751,905,905,6
768,751,905,905,6
768,750,904,905,6
768,750,904,905,6
767,750,904,905,6
766,749,905,904,6
766,749,904,904,6
765,749,904,904,6
765,748,904,903,6
765,748,904,903,6
764,748,904,903,6
764,746,904,903,6
764,746,903,902,6
763,746,903,903,6
763,746,903,902,6
762,745,903,902,6
762,745,903,902,6
761,745,902,902,6
761,744,902,901,6
760,743,903,900,6
760,743,902,900,6
759,742,901,900,6
759,742,901,900,6
759,742,901,900,6
759,742,902,900,6
758,741,901,899,6
758,741,900,899,6
758,741,901,899,6
758,740,901,899,6
758,740,900,900,6
757,740,900,900,6
757,740,900,899,6
756,740,900,899,6
756,739,900,899,6
756,739,899,899,6
755,739,900,899,6
756,739,899,899,6
755,737,899,899,6
755,737,899,899,6
754,737,899,898,6
754,737,899,898,6
754,737,899,897,6
753,736,899,898,6
753,736,898,898,6
753,735,899,898,6
752,734,898,897,6
751,734,898,897,6
751,734,897,897,6
751,733,897,896,6
750,733,898,896,6
750,733,898,896,6
750,732,897,896,6
749,732,897,896,6
748,732,897,895,6
749,731,897,895,6
748,731,896,895,6
747,730,897,895,6
747,730,897,894,6
747,729,896,893,6
746,729,896,895,6
746,728,896,894,6
746,729,895,894,6
746,728,895,894,6
745,728,894,894,6
744,727,895,893,6
744,727,895,893,6
743,726,894,893,6
743,727,894,892,6
743,726,894,892,6
742,725,893,892,6
742,725,894,892,6
742,725,894,892,6
741,724,893,891,6
741,723,892,891,6
740,724,893,890,6
740,723,893,891,6
739,723,893,891,6
738,722,892,890,6
739,721,892,891,6
738,721,892,890,6
738,721,891,889,6
737,721,891,890,6
737,721,892,889,6
737,720,891,889,6
737,719,891,890,6
736,720,891,889,6
736,719,890,889,6
736,719,890,889,6
735,718,891,889,6
735,717,891,889,6
734,717,890,888,6
734,717,890,888,6
733,717,890,888,6
733,716,890,887,6
732,716,890,887,6
732,716,889,887,6
731,715,889,886,6
731,714,889,886,6
730,714,888,886,6
730,713,888,886,6
730,713,888,885,6
729,713,888,885,6
729,713,888,886,6
729,712,887,884,6
728,712,887,884,6
726,711,887,884,6
727,711,887,884,6
727,710,887,883,6
726,710,887,884,6
726,710,885,884,6
726,710,886,884,6
725,708,886,883,6
724,708,886,883,6
724,708,886,883,6
723,707,885,882,6
723,707,886,881,6
723,706,885,882,6
723,706,885,882,6
722,706,884,882,6
721,705,884,882,6
722,705,884,881,6
720,705,884,882,6
721,704,883,881,6
720,704,884,882,6
720,703,884,881,6
719,703,883,881,6
719,702,883,880,6
719,702,883,880,6
718,701,883,881,6
717,701,882,880,6
716,701,883,880,6
717,701,882,880,6
717,699,882,880,6
716,700,881,880,6
716,700,882,880,6
716,699,882,879,6
715,699,881,879,6
715,698,881,879,6
714,698,881,878,6
714,697,880,879,6
714,697,881,877,6
713,696,881,878,6
713,695,880,878,6
712,696,880,878,6
713,695,880,877,6
712,695,879,878,6
712,695,880,878,6
711,694,880,877,6
711,693,879,877,6
711,693,879,877,6
710,694,878,877,6
710,692,878,877,6
710,693,879,877,6
709,692,879,876,6
709,691,878,876,6
708,691,877,876,6
708,691,877,875,6
708,690,878,875,6
708,690,878,876,6
706,690,877,876,6
706,689,877,875,6
706,689,876,875,6
706,688,876,875,6
705,688,876,874,6
704,687,876,874,6
704,687,876,874,6
703,687,875,873,6
702,685,875,873,6
703,685,876,873,6
702,685,875,873,6
702,685,875,872,6
702,684,874,872,6
701,683,874,872,6
700,683,874,872,6
700,683,874,872,6
699,683,873,872,6
699,682,873,872,6
699,682,874,871,6
697,681,873,870,6
697,681,872,871,6
697,680,873,870,6
695,679,873,871,6
695,679,872,870,6
694,678,872,870,6
694,678,872,869,6
694,678,872,869,6
694,677,870,869,6
693,677,871,868,6
693,676,871,869,6
692,675,869,868,6
692,675,870,868,6
692,675,869,869,6
691,674,870,867,6
690,673,870,868,6
689,673,870,868,6
688,672,869,867,6
688,672,869,867,6
687,671,869,867,6
686,671,868,866,6
686,670,868,866,6
685,670,867,865,6
685,669,867,865,6
684,669,867,866,6
684,668,867,865,6
684,667,866,865,6
683,667,866,864,6
683,667,867,864,6
683,666,866,863,6
682,666,866,863,6
682,665,866,863,6
681,664,865,863,6
681,664,865,863,6
681,664,866,863,6
680,664,866,862,6
680,663,864,863,6
679,663,865,862,6
679,662,864,863,6
678,661,864,862,6
679,661,863,863,6
678,661,863,862,6
678,661,863,862,6
677,661,863,862,6
678,660,863,861,6
678,659,863,862,6
677,659,863,861,6
677,659,862,861,6
677,659,862,862,6
678,659,862,861,6
677,657,861,861,6
676,658,862,861,6
676,657,861,861,6
676,657,862,861,6
676,657,861,860,6
675,656,861,861,6
674,656,861,860,6
675,655,861,861,6
674,655,860,860,6
674,655,861,860,6
673,654,860,861,6
673,654,860,860,6
672,654,860,860,6
672,653,859,859,6
672,652,860,859,6
671,652,859,859,6
671,652,859,858,6
670,651,859,858,6
669,650,859,858,6
668,650,858,858,6
668,649,858,857,6
667,648,858,857,6
666,648,857,856,6
665,648,857,856,6
665,647,857,856,6
664,646,856,856,6
663,645,856,856,6
663,646,856,856,6
662,645,856,856,6
662,644,855,856,6
662,644,855,855,6
661,643,855,855,6
660,642,854,855,6
660,642,855,854,6
660,642,854,855,6
660,641,854,854,6
659,642,854,855,6
659,640,854,854,6
659,640,854,854,6
659,640,854,854,6
659,640,853,854,6
658,639,853,853,6
657,639,853,854,6
657,638,852,854,6
657,637,852,853,6
656,637,852,855,6
656,637,852,854,6
655,636,852,854,6
655,635,852,853,6
654,636,852,853,6
652,634,851,853,6
653,635,851,853,6
652,633,851,852,6
652,634,851,853,6
652,633,850,853,6
652,633,850,852,6
651,633,850,853,6
652,632,850,852,6
651,631,850,853,6
650,631,850,852,6
650,631,849,851,6
650,630,849,852,6
650,631,850,851,6
649,629,849,852,6
649,629,849,852,6
649,629,849,852,6
648,628,849,851,6
647,628,848,851,6
648,627,848,851,6
647,628,848,851,6
646,627,847,851,6
646,627,847,850,6
646,626,847,850,6
645,626,847,850,6
644,625,846,850,6
644,625,847,850,6
643,624,846,850,6
643,624,846,849,6
643,623,845,849,6
643,623,845,850,6
642,622,845,849,6
643,622,844,849,6
642,621,844,849,6
642,622,844,849,6
642,621,845,849,6
641,620,844,848,6
640,621,844,848,6
641,619,844,848,6
640,620,844,848,6
639,619,843,848,6
639,618,844,847,6
638,617,843,847,6
637,618,843,846,6
637,617,842,846,6
636,617,842,846,6
636,616,842,846,6
635,616,842,846,6
634,615,842,846,6
634,615,841,846,6
633,614,842,846,6
633,614,842,845,6
632,614,841,846,6
633,613,840,846,6
633,613,841,845,6
633,613,840,845,6
633,613,840,845,6
633,612,840,845,6
633,612,839,846,6
632,612,839,845,6
631,611,840,846,6
631,611,839,845,6
631,611,839,845,6
630,610,839,845,6
